4.1821243626,2.2451181519
3.6466935810,1.8815087632
4.2543646430,1.0556473031
3.5317388323,1.6982432935
4.1896233557,1.9102894204
4.1005203283,1.3071463843
5.1735354268,1.4576563813
4.4747726577,1.8322964731
3.4799246777,1.4909972168
2.7358843085,1.9804490013
3.7871450239,1.9379256908
3.7944694849,2.3332667838
3.4845004465,1.6987311086
2.8657149506,1.9177104865
4.0098501037,1.4097365920
4.6621358982,1.4409160213
2.9465374263,2.1760739679
3.3841449124,1.7170999996
4.7308781987,2.0048488314
3.7846700536,1.7195790071
1.9879291088,2.5071702953
1.9142366278,2.1729932094
3.2907117146,1.6797153330
4.2104132525,1.2845464793
4.1556266452,2.0902353525
4.2588449623,2.7366151400
4.9025211973,1.5880091530
3.8276214729,1.8853296700
3.5328454001,1.9229312308
4.9583503578,1.9498747900
4.3520269684,1.8501814678
4.5979269444,2.0504924567
3.1009381479,2.4379776498
3.3645275563,1.8939554132
2.3283373886,2.1577837455
3.3578440465,2.2783579122
4.6577354278,2.2759699978
3.6552509746,1.7077207394
4.3384375599,2.2170050878
4.2511721988,1.8527515061
3.9212186735,2.0398298441
3.2586199460,1.6924885689
4.1769629928,1.9356203910
3.8811898358,2.2433251295
2.7436205155,1.9322390565
3.5221893187,1.9843852242
4.1802228429,1.5886709615
3.8335028606,2.0559624265
5.1126239714,1.8734883083
4.6172269330,2.2117170563
0.7653865836,8.1979492083
0.6481171397,7.8493868192
0.7360831902,7.4775730941
1.1975403154,6.7320958671
0.9597589025,6.8004055945
1.3828120799,7.6884694666
1.0379625762,7.6484832484
0.8396555206,6.9312851222
1.2314626601,6.3824808115
1.0845009641,6.8995250376
1.0599085146,6.9496004608
1.1704041914,7.3355634489
1.2738378809,5.4908351181
0.8436665078,7.2274167531
1.0415566708,6.9924716808
0.3052362619,6.5442861027
1.3767833450,6.0244095904
0.9710099757,6.9254497275
0.7935123825,6.9387157631
0.9313247006,7.1464560201
1.1644246846,6.7275301377
0.7549762136,6.3087970547
0.8523291703,7.5243964721
0.5536631704,6.4788836894
1.1168103591,6.4572203185
1.2432469167,6.9704933404
1.5130422940,7.5642216462
1.1059075348,7.4286245653
0.6530858885,6.9247402982
1.2885152687,7.0561515341
0.7888333946,6.9283296564
1.3051066627,7.6242923946
0.5719570242,7.2947529381
0.9204483274,6.3872777295
1.1456743872,7.1936073146
1.0997443394,6.7820890292
1.0532378157,6.9949400491
0.7765233756,7.4292864663
1.1590830334,6.6164184743
0.8716007891,7.5337090611
0.6326426026,6.3435181863
0.6446227919,7.3624138169
1.3505968948,7.2447263310
0.6535736448,6.8371535477
1.3199487902,6.7516766940
1.1565517163,7.0544840808
0.5365582487,5.5504451673
0.7976911719,7.0585809552
0.7335233939,6.2427856701
1.4980309461,7.8507929736
5.7740632749,6.5021341732
4.8574801544,6.2291147116
5.1175721249,6.5783614486
5.0803078635,6.8298863566
5.7983306286,5.4934651507
6.9720822540,5.5501956606
4.7025864667,5.2138501387
5.6835338664,5.9435151903
7.4286749456,5.6835861048
7.0989881949,6.3831168290
3.7669137607,6.6236460071
5.7119728940,5.1281359648
4.5429633925,4.3843170354
5.6954599140,7.1367334659
4.4064333772,6.1624444711
2.8657682675,7.0396719636
4.7283260988,6.0954736185
4.3388973404,5.6729942682
5.3233569641,7.1410751317
4.8495550097,6.1981248802
5.6981368991,5.9212259594
3.2813501862,5.7688098711
4.1273147811,6.0100013956
4.4032847066,6.2874198323
5.9142977572,5.9961454131
5.3161899142,5.5078823521
4.7308861426,5.4303750336
6.7229503246,6.5894094072
3.7984183635,5.8246392791
4.4771533763,6.1206575409
4.0677404587,4.3174330820
4.9814538699,5.8097476625
5.0703076954,6.3664508644
5.3240834649,6.6363939793
3.3063763448,6.2401630375
3.7145144313,5.7541756995
3.3942307680,5.2820390654
3.4107172609,6.2744733271
4.2017138873,4.5620252971
3.8921141104,5.9317477202
5.6607536191,5.8529981300
4.9855087660,5.8066175903
6.6756087185,5.5920228920
5.8373197724,5.9823478820
5.1307453932,6.0065036774
5.9189073845,6.2556847326
4.7235733618,5.1656090797
7.0262278686,5.5812859369
4.9842406904,4.7091130093
5.3799573664,5.5047955844
